x,x^2-prediction
-2,3.610591888427734375
-1.9600000381469726562,3.610591888427734375
-1.9199999570846557617,3.6086161136627197266
-1.8800001144409179688,3.4852139949798583984
-1.8400000333786010742,3.3618113994598388672
-1.7999999523162841797,3.2384090423583984375
-1.7599999904632568359,3.1150064468383789062
-1.7200000286102294922,2.9916045665740966797
-1.6800000667572021484,2.8682019710540771484
-1.6399999856948852539,2.7447996139526367188
-1.6000000238418579102,2.6213970184326171875
-1.5599999427795410156,2.4979946613311767578
-1.5200001001358032227,2.3745925426483154297
-1.4800000190734863281,2.2511899471282958984
-1.4399999380111694336,2.1277873516082763672
-1.3999999761581420898,2.0043849945068359375
-1.3600000143051147461,1.8809828758239746094
-1.3199999332427978516,1.7575800418853759766
-1.2799999713897705078,1.6341776847839355469
-1.2400000095367431641,1.510775446891784668
-1.2000000476837158203,1.3873735666275024414
-1.1600000858306884766,1.2639709711074829102
-1.120000004768371582,1.164830327033996582
-1.0799999237060546875,1.1030600070953369141
-1.0399999618530273438,1.0412900447845458984
-1,0.97951972484588623047
-0.96000003814697265625,0.91774976253509521484
-0.91999989748001098633,0.85597950220108032227
-0.87999993562698364258,0.79420948028564453125
-0.83999997377395629883,0.73243921995162963867
-0.79999995231628417969,0.67066925764083862305
-0.75999999046325683594,0.60889923572540283203
-0.7199999690055847168,0.54712927341461181641
-0.67999994754791259766,0.48535895347595214844
-0.63999998569488525391,0.42358899116516113281
-0.60000002384185791016,0.3618189692497253418
-0.55999994277954101562,0.30004847049713134766
-0.51999998092651367188,0.23827874660491943359
-0.48000001907348632812,0.17650842666625976562
-0.44000005722045898438,0.11530995368957519531
-0.40000000596046447754,0.10539591312408447266
-0.36000001430511474609,0.095482110977172851562
-0.32000005245208740234,0.085568308830261230469
-0.28000000119209289551,0.075654506683349609375
-0.24000000953674316406,0.065740227699279785156
-0.20000004768371582031,0.055826663970947265625
-0.15999996662139892578,0.045912623405456542969
-0.12000000476837158203,0.035998821258544921875
-0.080000042915344238281,0.026085019111633300781
-0.03999996185302734375,0.016170978546142578125
1.8626451492309570312e-09,0.0062571763992309570312
0.03999996185302734375,-0.0036566257476806640625
0.0799999237060546875,-0.013571023941040039062
0.11999988555908203125,-0.023484826087951660156
0.16000010073184967041,-0.033398270606994628906
0.20000006258487701416,-0.0050203800201416015625
0.24000002443790435791,0.032577991485595703125
0.27999997138977050781,0.070176243782043457031
0.31999993324279785156,0.10777461528778076172
0.35999989509582519531,0.1453723907470703125
0.40000012516975402832,0.18297135829925537109
0.44000008702278137207,0.22056972980499267578
0.48000004887580871582,0.25816750526428222656
0.52000004053115844727,0.29576587677001953125
0.56000000238418579102,0.33336424827575683594
0.59999996423721313477,0.37096256017684936523
0.64000010490417480469,0.40856093168258666992
0.68000006675720214844,0.44615924358367919922
0.72000002861022949219,0.48375701904296875
0.76000005006790161133,0.53572905063629150391
0.80000001192092895508,0.6168651580810546875
0.83999997377395629883,0.69800156354904174805
0.88000017404556274414,0.7791385650634765625
0.92000013589859008789,0.8602752685546875
0.96000009775161743164,0.94141077995300292969
1,1.0225474834442138672
1.0399999618530273438,1.1036841869354248047
1.0799999237060546875,1.1848208904266357422
1.120000004768371582,1.2659569978713989258
1.1600000858306884766,1.3470941781997680664
1.2000001668930053711,1.4282308816909790039
1.2400000095367431641,1.5093662738800048828
1.2800000905990600586,1.590502619743347168
1.3199999332427978516,1.6924575567245483398
1.3600000143051147461,1.8227646350860595703
1.4000002145767211914,1.9530713558197021484
1.4400000572204589844,2.0833759307861328125
1.4800001382827758789,2.2136828899383544922
1.5200001001358032227,2.3439888954162597656
1.5600000619888305664,2.4742951393127441406
1.6000000238418579102,2.6046009063720703125
1.6400002241134643555,2.7349071502685546875
1.6800000667572021484,2.8652133941650390625
1.720000147819519043,2.9955201148986816406
1.7599999904632568359,3.1258258819580078125
1.8000000715255737305,3.2561311721801757812
1.8399999141693115234,3.3864371776580810547
1.8800001144409179688,3.5167434215545654297
1.9200001955032348633,3.6470496654510498047
1.9600000381469726562,3.7773561477661132812
